,name,weight,retail_price,max_retail_price,category,url
22,lizol jasmine disinfectant surface cleaner / లిజోల్ జాస్మిన్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,per 500 ml,91,93.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/lizol-jasmine-disinfectant-surface-cleaner-jijb8k7w47.jpg
23,nimyle floor cleaner/నిమిలే ఫ్లోర్ క్లీనర్,per 500 ml,82,84.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254532183-b0b5a6f2-87c5-4a9b-a768-947862f376da.jpeg
24,harpic red bathroom cleaner / హార్పిక్ రెడ్ బాత్రూమ్ క్లీనర్,Size: 200ml,42,44.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254515962-31d54ec5-d676-4436-999c-5f12d49d4cce.jpeg
25,vanish oxi action liquid stain remover / వానిష్ ఆక్సి యాక్షన్ లిక్విడ్ స్టెయిన్ రిమూవర్,per 180 ml,57,59.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/vanish-oxi-action-liquid-stain-remover-37ea5szw2w.jpg
26,colin glass cleaner pump 2x more shine with shine boosters / కోలిన్ గ్లాస్ క్లీనర్ పంప్ 2x మోర్ షైన్ విత్ షైన్ బూస్టర్స్,per 500 ml,87,89.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/colin-glass-cleaner-pump-2x-more-shine-with-shine-boosters-6b5lx32g8e.jpg
27,comfort after wash morning fresh fabric conditioner / కంఫర్ట్ అఫ్టర్ర్ వాష్ మార్నింగ్ ఫ్రెష్ ఫ్యాబ్రిక్ కండీషనర్,Size: 220ml,54,56.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/comfort-after-wash-morning-fresh-fabric-conditioner-zr3y02jarb.jpg
28,comfort after wash lily fresh fabric conditioner / కంఫర్ట్ అఫ్టర్ర్ వాష్ లిల్లీ ఫ్రెష్ ఫ్యాబ్రిక్ కండీషనర్,per 860 ml,220,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/comfort-after-wash-lily-fresh-fabric-conditioner-jzvoumm47e.jpg
29,wipro softouch after wash 2x french perfume fabric conditioner / విప్రో సాఫ్టచ్ అఫ్టర్ర్ వాష్ 2x ఫ్రెంచ్ పెర్ఫ్యూమ్ ఫ్యాబ్రిక్ కండీషనర్,per 220 ml,54,56.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/wipro-softouch-after-wash-2x-french-perfume-fabric-conditioner-3pf6df1yc0.jpg
30,hatsun cow ghee/హాట్స్న్ ఆవు నెయ్యి,Size: 50ml,40,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254494515-394a320f-0cde-4feb-abbf-4a971c678280.jpeg
31,grb cow ghee/జి ఆర్ బి ఆవు నెయ్యి,Size: 100ml,75,77.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253076330-ca681f2c-eb00-4cae-8628-f5ac53194b2b.jpeg
32,grb ghee/జి ఆర్ బి నెయ్యి,Size: 100ml,75,77.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253053706-7cabcd9b-2a6f-4b38-9ec2-21b7a83faf2f.jpeg
33,boost jar / బూస్ట్ జార్,Size: 200gm,110,114.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619248082751-2f187eff-a4b6-4b33-a6ab-785cfb0c6fa3.jpeg
34,surf excel detergent bar / సర్ఫ్ ఎక్సెల్ డిటర్జెంట్ బార్,Size: 95gm,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-detergent-bar-tz2iajf8hn.jpg
35,rin detergent bar/రిన్ డిటర్జెంట్ బార్,Size: 75gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/rin-detergent-bar-rl3h45suz8.jpg
36,wheel green detergent bar / వీల్ గ్రీన్ డిటర్జెంట్ బార్,Size: 130gm,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/wheel-green-detergent-bar-pv5qb961xi.jpg
37,xxx detergent cake / xxx డిటర్జెంట్ కేక్,Size: 75gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619439146014-425a5862-bc12-46f3-805f-0ab2b981176d.jpeg
38,mana detergent soap / మన డిటర్జెంట్ సబ్బు,Size: 100gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619259120125-e73610e2-da1c-4f35-9bf2-f5ec0978e5cd.jpeg
39,vim dishwash bar/విమ్ డిష్వాష్ బార్,Size: 85gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/vim-dishwash-bar-h9b2kfnh5y.jpg
40,exo dishwash bar/ఎక్సో డిష్వాష్ బార్,Size: 5,30,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/exo-dishwash-bar-kn37mt1m93.jpg
41,exo touch & shine anti-bacterial round dishwash bar,per 500 g,49,50.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/exo-touch-shine-anti-bacterial-round-dishwash-bar-wjisiege5m.jpg
42,ruf- n-tuf dish wash soap/రఫ్-ఎన్-టఫ్ సమానం సబ్బు,Size: 85gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619259592005-e3e32047-ee92-42ed-b708-1a208635889a.jpeg
43,tnr topico starch/టిఎన్ఆర్ గంజి పిండి,Size: 100gm,15,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619692669026-0a391820-c56c-4741-9e63-c29154c77a41.jpeg
44,hit cockroaches spray/హిట్ బొద్దింకల స్ప్రే,Size: 125ml,65,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707017606-585beae6-6484-40dc-8f81-053cceb414d2.jpeg
45,hit mosquitos spray/హిట్ దోమలు స్ప్రే,Size: 125ml,65,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707051205-8373cd30-ba7f-467e-8d9a-602979fd8c53.jpeg
46,good knight gold flash mosquito repellent machine + refill/గుడ్ నైట్ గోల్డ్ ఫ్లాష్ దోమ వికర్షక యంత్రం + రీఫిల్,per 45 ml,85,89.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/good-knight-gold-flash-mosquito-repellent-machine-refill-u63azw7og1.jpg
47,good knight gold flash+ mosquito refill/గుడ్ నైట్ గోల్డ్ ఫ్లాష్ + దోమ రీఫిల్,per 90 ml,135,140.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/good-knight-advanced-activ-mosquito-repellent-refill-esj950j4qb.jpg
48,good knight gold flash mosquito repellent refill/గుడ్ నైట్ గోల్డ్ ఫ్లాష్ దోమ వికర్షకం రీఫిల్,per 45 ml,75,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/good-knight-gold-flash-mosquito-repellent-refill-xq71rxh33t.jpg
49,all out sattva power+ mosquito repellent refill/ఆల్ అవుట్ సత్వా పవర్ + దోమ వికర్షకం రీఫిల్,per 45 ml,75,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/all-out-sattva-power-mosquito-repellent-refill-e5dfkv7itn.jpg
50,all out ultra power+ slider mosquito repellent refill/ఆల్ అవుట్ అల్ట్రా పవర్ + స్లైడర్ దోమ వికర్షకం రీఫిల్,Size: 1 Pc,75,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/all-out-ultra-power-slider-mosquito-repellent-refill-rte75zu9nv.jpg
51,"all out ultra power+ fan mosquito repellent machine + refill/ఆల్ అవుట్ అల్ట్రా పవర్ + ఫ్యాన్ ,దోమ వికర్షక యంత్రం + రీఫిల్",per 45 ml,85,89.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/all-out-ultra-power-fan-mosquito-repellent-machine-refill-iyjwurvzm6.jpg
52,dazzl floor cleaner (1+1) citrus fragrance,per liter,90,100.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619756589338-ee792802-e3bc-4034-917d-4bd05002e322.jpeg
53,odopic dishwash bar,per 500 gram,40,43.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619756680174-8180cf4f-60c2-4740-9b9d-2f50acb1c821.jpeg
54,odonil lavender meadows air freshener block,per 50 grams,47,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/odonil-lavender-meadows-air-freshener-block-fd37uj39jc.jpg
55,odonil jasmine mist air freshener block,per 50 grams,47,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/odonil-jasmine-mist-air-freshener-block-nadoc6jkz9.jpg
56,revive liquid stiffener,Size: 95gm,34,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619765299138-1573e89a-7731-4870-b2f1-ea5affcccf35.jpeg
57,aer power pocket bathroom fragrance,per 10 gram,55,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619765570798-f19055ab-5159-4b49-a00c-dccca7ac52fd.jpeg
58,doctor's jaadu acid,per piece,65,70.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619951523546-6b6e8a7b-d83e-40c1-81e8-751068b38b95.jpeg
59,doctor's phenyle,per piece,70,72.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619951620605-7c27b9d2-a461-40c3-9ada-0db7a14193d8.jpeg
60,washing soda/ battala soda/వాషింగ్ సోడా,Size: 250gm,10,15.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620105558728-cef33e26-3415-4c0d-8e12-f15e22a71cd1.jpeg
61,chimala mandu/ gamazine powder/ ant killer/చిమల మందు,Size: 200gm,20,22.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620105720388-c327b937-7e73-4e8e-a564-7c483d84c190.jpeg
62,bleaching powder/బ్లీచింగ్ పౌడర్,Size: 10gm,10,15.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620105983440-698fa8c3-d94b-4bf8-b178-049e4d219813.jpeg
63,rin matic liquid detergent,per 800 ml,99,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/rin-matic-liquid-detergent-crmdki1o9h.jpg
64,pen wax matches,per box,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620826861071-e8aebdd6-a234-454c-a22e-fbbe74c8de08.jpeg
65,three mangoes safety matches,per box,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620826805628-fbce6976-b8b5-4c75-8296-bbe3e547004f.jpeg
66,margo hand sanitizer,per 500 ml,250,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620881514432-bb7cb951-9506-4e6e-901a-e957eeaba589.jpeg
67,nippo gold aaa battery( remote),per piece,10,15.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622000723149-fa7d4275-284e-49aa-a884-ba15975360d1.jpeg
68,nippo gold aa battery(clock),per piece,10,15.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622000734957-ce92073c-1203-4340-a925-65adaf4de752.jpeg
69,duracell aaa batteries (remote),per piece,15,18.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622000913123-b2e902a5-9a8e-4225-ab92-cec9bfa3bc86.jpeg
70,duracell aa batteries ( clock),per piece,15,18.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622000924599-c0129aa2-5e69-48bf-bcf2-1c21fb7be330.jpeg
71,steel scrubber / స్టీల్ స్క్రబ్బర్,per piece,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622267346420-cb01571e-9e14-4cf4-8116-83726cec1339.jpeg
72,green scrubber pad / గ్రీన్ స్క్రబ్బర్,per piece,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266642146-a322b5bc-affd-4692-816f-67fa7da21188.jpeg
73,chalkpieces colour/ చాక్‌పీస్ కలర్,per box,10,20.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266894689-b154a880-4ba3-49ef-9713-0d2b6640e9b7.jpeg
74,chalkpieces white /చాక్‌పీస్ వైట్,per box,10,20.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266917371-78199431-eed5-4cf2-a758-0e9c1fd6d52d.jpeg
75,slate pencel / స్లేట్ పెన్సిల్/ కనికలు,per box,10,12.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266778092-49ebbf5e-6f39-462a-8ef0-94caa6bac894.jpeg
76,citrus plus dishwash bar (buy 2 for 10),per piece,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266955381-7a47815f-fc50-4170-99a3-98db3b896ce9.jpeg
77,ariel matic liquid top load 2l,per 2 litre,430,440.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/ariel-matic-liquid-top-load-2l.jpg
78,tide plus jasmine & rose detergent powder,per 8 kg,700,725.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-plus-jasmine-rose-detergent-powder-lcq3lg3eoi.jpg
79,tata salt lite low sodium 1kg,per kg,40,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/tata-salt-lite-low-sodium-1kg.jpg
80,tata rock salt,per 500 gram,63,65.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1623648071980-800de76f-2c1e-4344-b532-baf752e78996.jpeg
81,donkey brand broom/ చిపురి,per piece,70,103.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1623733861788-d704fd8e-7429-46bb-ba61-dedd87859584.jpeg
82,krishna brand broom/ చిపురి,per piece,80,140.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1623733841854-b88d1a73-a8cf-46d2-8a28-04f796217d09.jpeg
83,111 brand broom/ చిపురి,per piece,50,70.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1623733825884-10cbd62f-1923-49ef-bf4d-1473d77ecf3d.jpeg
84,monkey brand 555 broom/ చిపురి,per piece,100,130.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1623733561089-bf376e88-1208-405d-851d-06dae41f85cd.jpeg
85,odonil sandal bouquet room freshener spray,per 171 ml,95,99.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/odonil-sandal-bouquet-room-freshener-spray-4vho0vevsj.jpg
86,odonil jasmine room freshener spray,per 171 ml,95,99.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173719550-a712490e-3351-4fff-88bc-4f30213e18e9.jpeg
87,dazzl floor cleaner (1+1) floral fragrance,per 400 ml,48,50.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/cc4e0530-4a2f-444f-8ce1-35c30cb25a53.jpg
88,ariel matic liquid top load 500 ml,per 500 ml,100,105.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/ariel-matic-liquid-top-load-1kg.jpg
89,ariel matic liquid front load 500 ml,per 500 ml,110,115.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/ariel-matic-liquid-front-load-1kg.png
90,pitambari,Size: 15 Gm,12,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/889748f4-ee7c-40ff-897e-40ddfd9f8fbf.jpg
91,philips led 12 watt,per piece,250,280.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/product__b13b8597-7df9-4dac-b8d5-f04747c46b67.jpg
92,philips led 9 watt,per piece,130,155.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/product__8321f516-cedd-4c07-8bba-32766766a69b.jpg
93,philips night lamp 10w white,per piece,18,20.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626434189677-6659dbae-a3bd-4a22-9f87-551bd8f0458d.jpeg
94,philips night lamp 10w blue,per piece,18,20.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626434131866-44f8315c-2f4d-4d8c-886c-e6c87f3f7b4c.jpeg
95,philips night lamp 10w yellow,per piece,18,20.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626434088411-bfaafcaa-9699-4888-8013-ef145fceb9cf.jpeg
96,philips night lamp 10w orange,per piece,18,20.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/1ffee85e-3a46-4d1b-9504-35292de7bae1.jpg
97,philips night lamp 10w green,per piece,18,20.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626433891685-a7b77e9e-157f-470f-8085-76b0a3185c53.jpeg
98,godrej proclean toilet cleaner(buy 2 get 1 free),per 1500 ml,170,172.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/298c7e83-3ded-4385-afbe-e0352e00274b.jpg
99,godrej protect dish wash,per 250 ml,43,45.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/c519dc08-66d7-4030-af7a-610c6f91046a.jpg
100,Domex Original Disinfectant Toilet Expert Cleaner,per 500 ml,90,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.ap-south-1.amazonaws.com/home-care/domex-original-disinfectant-toilet-expert-cleaner-if2o2ckdqc.jpg
0,ఆవాలు పెద్దవి / mustard seeds,Size: 50gm,10,15.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619167482927-53feb496-254b-4215-954e-b9b613877721.jpeg
1,ఆవాలు చిన్నవి / mustard seeds,Size: 250gm,30,35.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619167503393-ad42007e-e57e-4e3e-90f6-d64768caebb7.jpeg
2,జీలకర్రా / cumin seeds,Size: 50gm,15,20.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619167204442-41362543-7b54-4306-b226-6245f150004d.jpeg
3,ధనియలు / coriander seeds,Size: 100gm,15,,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619167054742-e1a1fad3-568f-46c8-831d-12fdf0faffb8.jpeg
4,మెంతులు / fenugreek seeds/ menthulu,Size: 50gm,10,,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619166933026-10602b6e-8281-410c-932c-08dd46a5dff7.jpeg
5,మిల్మేకర్ (స్మాల్ )/ soya chunks/ meal maker,Size: 100gm,15,,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619191387247-a7fe9eec-e50a-4a3d-b650-3dbe321a899e.jpeg
6,aashirvaad cristal salt (ఆశీర్వాడ్ కళ్లు ఉప్పు),per kg,15,18.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254230922-9f418cd9-2ace-453c-bba2-18580efb7ae5.jpeg
7,aashirvaad iodised salt(ఆశీర్వాడ్ ఉప్పు),per kg,20,21.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254217932-af88f034-862b-4f67-b7ba-b2ab54ccc38e.jpeg
8,anand mirchi powder/ఆనంద కారం పొడి,Size: 200 Gm,100,112.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619231582865-d0188b2f-ba6a-49fa-9a27-e11f60545f76.jpeg
9,aashirvaad chilli powder/ఆశీర్వాద్ కారం పొడి,Size: 50gm,15,19.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619231706490-56b69e49-ee19-4956-9600-84fe86ed929f.jpeg
10,aachi chilli powder/ఆచి కారం పొడి,Size: 50gm,15,22.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619231870007-5f757501-ae30-403d-ad43-0c62c90cc440.jpeg
11,anand mustard powder/ఆనంద ఆవాల పొడి,Size: 200gm,30,32.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619232010780-5288093c-87a8-45db-8791-c8e46e1fb00c.jpeg
12,aachi hing /ఆచి హింగ్,per 50 gram,75,79.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619239326010-f31359a0-865a-4e8c-bd9f-5b83ccd7c53d.jpeg
13,tamarind normal/చింతపండు,Size: 250gm,35,40.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619281231116-a50ddfc7-e39d-4ab5-8370-575d433368e0.jpeg
14,tamarind karpulil/చింతపండు కర్పూళి,Size: 250gm,45,50.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619281195955-3f374319-40ad-4d5c-ac5d-a41518e406e1.jpeg
15,garlic big/పెద్ద వెల్లులిపాయలు,Size: 250gm,40,45.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280980435-e4dd310d-3088-4027-871d-8348ea1561e0.jpeg
16,garlic small/చిన్న,Size: 250gm,25,30.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280956154-4261148d-728a-4222-8685-bc81d1742728.jpeg
17,garlic medium size/వెల్లులిపాయలు మీడియం సైజ్,Size: 250gm,30,35.0,masalalu,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619281046725-40b65906-8a68-4091-9702-0003a2200269.jpeg
